0000677492;2090,00
0001077177;2090,00
0000677699;2090,00
0000677493;2090,00
0002176566;2090,00
0000677784;2090,00
0001509202;2090,00
0001178723;876,84
3161688;2090,00
0002273506;2090,00
0000677495;2090,00
0000677707;-2260,26
0000677648;2090,00
0002176065;-2251,70
0002176635;1686,78
0000677496;2090,00
0000677784;2090,00
0002340726;-435,05
0002176603;2090,00
0000677701;2090,00
0000677498;2090,00
0001024080;2090,00
2408904;2090,00
0001001334;2090,00
3186350;2090,00
0002173733;1673,53
0000677502;2090,00
0000677630;2090,00
0000677672;2090,00
0001736366;2090,00
3120865;2090,00
0000677505;2090,00
0000677698;2090,00
0000677428;897,33
0002218442;-2073,06
0000677442;2090,00
0000677711;2090,00
0000677667;2090,00
0000677477;2090,00
0000272994;2090,00
0002173671;2090,00
0000677513;2090,00
0000677068;2090,00
0002173780;2090,00
1012873;2090,00
2925398;2090,00
0002173737;1640,14
0000677642;2090,00
0000677379;2090,00
0000972742;2090,00
0001088456;951,09
0000677673;2090,00
0000677395;455,42
0000677517;2090,00
3025168;2090,00
0000677520;2090,00
0001403104;2090,00
0001098796;2090,00
0002173411;2090,00
0000677623;2090,00
0000677669;2090,00
0002425756;2090,00
0002117699;1496,70
0000677681;2090,00
0003150415;2090,00
0000677686;2090,00
0000677528;1805,00
0001197071;-3344,57
0000677466;2090,00
0002218708;319,14
0001161890;2090,00
0002218734;2090,00
0002176511;1306,25
0002176625;2090,00
0000677152;2090,00
0022733663;2090,00
0001098925;2090,00
0000666090;2090,00
0000677441;1805,00
0001085218;2090,00
0002176299;2090,00
0002176512;-2307,04
0001185091;2090,00
0000677726;2090,00
0001084684;698,62
0002176527;-1732,42
0001180023;2090,00
0001089552;2090,00
0002172759;2090,00
326433;2090,00
0001205186;2090,00
0001486937;2090,00
0001081759;232,82
0002348493;2090,00
0001077945;2090,00
0000677542;2090,00
0002176156;2090,00
0001085870;2090,00
0001080796;2090,00
0000677482;2090,00
0000677410;2090,00
3150261;2090,00
0001089545;2090,00
0001352679;2090,00
0001181218;601,36
0001178717;2090,00
0002173634;1232,49
0001206264;2090,00
0000677190;2090,00
0002218650;2090,00
0000677370;2090,00
0001044717;-5333,33
0001076620;2090,00
0002204400;1975,57
0002202259;2090,00
0000677717;463,28
0000677149;2090,00
0001086177;2090,00
0002173774;2090,00
0002201420;927,26
0002176796;2090,00
0002344594;2090,00
0000677656;2090,00
0000677628;2090,00
0000677674;2090,00
0001911227;2090,00
0000677554;2090,00
0000677443;-1111,26
0001652638;2090,00
0000677688;1805,00
0002173169;2090,00
0000677727;1868,00
0002173586;2090,00
0002173663;2090,00
0002280562;2090,00
0000677396;2090,00
0000677224;-362,95
0001086193;2090,00
0002173464;758,00
0002173523;2090,00
0001080685;2090,00
0002172932;2090,00
0001011246;2090,00
0001077924;2090,00
3153726;2090,00
0001195929;-1900,95
0001205199;2090,00
0000677562;2090,00
0000677399;2090,00
0001086205;2090,00
0001082454;2090,00
0000677754;2090,00
0000677381;2090,00
0001098820;2090,00
0000677740;200,44
0001069320;592,53
0000677677;2090,00
0001082463;2090,00
0001216106;2090,00
0000677573;-19,47
0001011657;2090,00
0677734;2090,00
0000677579;2090,00
3140421;2090,00
0001084447;2090,00
0001088461;1433,80
0002173689;532,81
0000677489;2090,00
0001060448;527,00
0001082443;2090,00
0000677618;2090,00
0001193574;2090,00
0002173376;1379,31
0000677582;2090,00
0001125351;2090,00
0000677291;2090,00
0000677444;2090,00
0001122458;1975,57
0000563081;2090,00
0000677682;1370,97
0022495193;2090,00
0000677584;2090,00
0000677585;2090,00
0000677588;2090,00
0002292716;2090,00
0000677589;1472,08
0003063907;2090,00
0000677229;2090,00
0001895650;2090,00
0001098967;1975,57
0000677452;347,89
0000677471;-1304,46
0002342796;2090,00
0000273137;2090,00
0001196829;2090,00
0000677595;2090,00
0001099960;2090,00
0001433158;-44,78
0000677581;-391,99
0001077266;2090,00
0002218568;2090,00
0000677598;2090,00
0000677599;2090,00
0000677663;1861,14
0001205195;1692,60
0001082426;1441,05
0001199794;2090,00
0000677706;-303,25
0000677684;1975,57
0000677602;1808,92
0002172893;2090,00
0001143545;1106,59
0002203562;2090,00
0001098917;2090,00
0002246744;2090,00
0001085219;2090,00
0000677483;1849,92
0002204560;2090,00
0001535313;2090,00
0001108540;2090,00
0000677427;525,74
0000677481;2090,00
0002218644;-528,99
0002173111;-2382,00
0001633739;2090,00
0000677610;-181,48
0000677612;2090,00
0001077938;1355,26
0001085217;2090,00
0000677668;2090,00
